Age,Attrition,BusinessTravel,Department,DistanceFromHome,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Rarely,Research & Development,1,664,Female,Manager,1,Married,15402,No,21,1,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,665,Female,Human Resources,3,Single,5985,No,10,4,2,2,0,2
34,No,Travel_Rarely,Sales,14,666,Female,Sales Representative,3,Divorced,2579,Yes,8,3,8,2,0,6
27,Yes,Travel_Rarely,Sales,2,667,Male,Sales Representative,1,Divorced,3041,No,5,3,4,3,0,2
21,No,Travel_Rarely,Sales,22,669,Male,Sales Representative,3,Single,3447,No,3,3,3,2,1,2
44,No,Travel_Rarely,Research & Development,3,671,Male,Manager,4,Married,19513,Yes,26,4,2,2,0,1
22,No,Travel_Rarely,Research & Development,6,675,Male,Research Scientist,3,Married,2773,No,3,3,2,2,2,2
33,No,Travel_Rarely,Sales,8,677,Male,Sales Executive,3,Divorced,7104,No,6,3,5,0,1,2
32,No,Travel_Rarely,Research & Development,9,679,Female,Research Scientist,4,Married,6322,Yes,6,2,6,4,0,5
30,No,Travel_Frequently,Research & Development,3,680,Female,Research Scientist,3,Divorced,2083,No,1,3,1,0,0,0
53,No,Travel_Rarely,Sales,1,682,Female,Sales Executive,1,Single,8381,No,18,4,14,7,8,10
34,No,Travel_Rarely,Research & Development,1,683,Male,Research Scientist,4,Married,2691,No,10,2,10,9,8,8
45,Yes,Travel_Frequently,Sales,26,684,Female,Sales Executive,1,Married,4286,No,5,3,1,1,0,0
26,No,Travel_Rarely,Research & Development,6,686,Female,Laboratory Technician,4,Married,2659,Yes,3,3,3,2,0,2
37,No,Travel_Rarely,Research & Development,3,689,Male,Manufacturing Director,3,Married,9434,No,10,3,10,7,7,8
29,No,Travel_Rarely,Sales,3,690,Female,Sales Executive,3,Married,5561,No,6,2,6,0,1,2
35,No,Travel_Rarely,Research & Development,6,691,Male,Research Scientist,4,Single,6646,No,17,3,17,11,11,8
33,No,Travel_Frequently,Research & Development,6,692,Male,Healthcare Representative,4,Divorced,7725,No,15,1,13,11,4,7
54,No,Travel_Rarely,Human Resources,19,698,Male,Human Resources,2,Married,10725,No,16,4,9,7,7,1
36,No,Travel_Rarely,Research & Development,9,699,Male,Manufacturing Director,2,Divorced,8847,Yes,13,3,3,2,0,2
27,No,Travel_Rarely,Research & Development,3,700,Male,Research Scientist,4,Single,2045,No,5,3,4,2,1,1
20,Yes,Travel_Rarely,Research & Development,10,701,Male,Research Scientist,3,Single,1009,Yes,1,3,1,0,1,1
33,Yes,Travel_Frequently,Research & Development,3,702,Male,Research Scientist,1,Single,3348,Yes,10,3,10,8,9,7
35,No,Non-Travel,Research & Development,3,704,Male,Laboratory Technician,3,Married,1281,No,1,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,4,705,Male,Research Scientist,1,Married,2819,No,5,4,3,2,0,2
25,No,Travel_Rarely,Sales,8,707,Male,Sales Executive,2,Married,4851,No,4,3,3,2,1,2
38,No,Travel_Rarely,Sales,7,709,Female,Sales Executive,4,Single,4028,No,8,3,7,7,0,5
29,No,Travel_Frequently,Research & Development,1,710,Male,Research Scientist,4,Divorced,2720,No,10,3,10,7,2,8
48,No,Travel_Rarely,Sales,2,712,Male,Sales Executive,2,Married,8120,No,12,3,2,2,2,2
27,No,Travel_Frequently,Sales,3,714,Female,Sales Executive,4,Divorced,4647,Yes,6,3,6,5,0,4
37,No,Travel_Rarely,Research & Development,10,715,Male,Research Scientist,4,Single,4680,No,4,3,1,0,0,0
50,No,Travel_Rarely,Research & Development,28,716,Male,Laboratory Technician,3,Married,3221,Yes,20,3,20,8,3,8
34,No,Travel_Rarely,Research & Development,9,717,Female,Healthcare Representative,2,Single,8621,No,9,4,8,7,7,7
24,Yes,Travel_Rarely,Sales,3,720,Female,Sales Executive,3,Single,4577,No,4,3,2,2,2,0
39,No,Travel_Rarely,Research & Development,2,721,Female,Healthcare Representative,3,Single,4553,No,20,3,20,7,11,10
32,No,Travel_Rarely,Sales,10,722,Male,Sales Executive,4,Single,5396,No,10,2,10,7,0,8
50,Yes,Travel_Frequently,Sales,8,723,Male,Sales Executive,3,Married,6796,Yes,18,3,4,3,1,3
38,No,Travel_Rarely,Research & Development,1,724,Female,Healthcare Representative,4,Single,7625,No,10,2,9,7,1,8
27,No,Travel_Rarely,Research & Development,1,725,Female,Manufacturing Director,1,Married,7412,No,9,3,9,7,0,7
32,No,Travel_Rarely,Research & Development,3,727,Female,Research Director,4,Single,11159,No,10,3,7,7,7,7
47,No,Travel_Rarely,Sales,14,728,Male,Sales Executive,1,Single,4960,No,20,3,7,7,1,7
40,No,Travel_Frequently,Sales,5,729,Male,Sales Executive,1,Married,10475,Yes,20,3,18,13,1,12
53,No,Travel_Rarely,Research & Development,7,730,Male,Research Director,3,Married,14814,No,32,3,5,1,1,3
41,No,Travel_Rarely,Human Resources,10,731,Male,Manager,4,Divorced,19141,No,23,2,21,6,12,6
60,No,Travel_Rarely,Sales,16,732,Male,Sales Executive,1,Single,5405,No,10,3,2,2,2,2
27,No,Travel_Frequently,Research & Development,10,733,Male,Manufacturing Director,1,Divorced,8793,No,9,2,9,7,1,7
41,No,Travel_Rarely,Human Resources,1,734,Male,Manager,3,Married,19189,No,22,3,22,7,2,10
50,No,Travel_Rarely,Sales,8,738,Male,Sales Representative,2,Married,3875,No,4,3,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,741,Female,Research Scientist,2,Single,2216,Yes,10,3,7,7,3,7
36,No,Non-Travel,Research & Development,8,742,Female,Research Director,1,Married,11713,No,10,3,8,7,0,5
38,No,Travel_Rarely,Research & Development,1,743,Female,Manufacturing Director,3,Single,7861,Yes,10,4,1,0,0,0
44,No,Non-Travel,Research & Development,24,744,Male,Laboratory Technician,3,Single,3708,No,9,3,5,2,1,4
47,No,Travel_Frequently,Sales,3,746,Female,Sales Executive,3,Divorced,13770,Yes,28,2,22,2,11,13
30,No,Travel_Rarely,Sales,27,747,Male,Sales Executive,4,Divorced,5304,No,10,2,8,7,7,7
29,No,Travel_Rarely,Sales,10,749,Male,Sales Representative,3,Single,2642,No,1,3,1,0,0,0
42,Yes,Travel_Frequently,Research & Development,19,752,Male,Research Scientist,3,Divorced,2759,Yes,7,3,2,2,2,2
43,No,Travel_Frequently,Sales,15,754,Male,Sales Executive,4,Married,6804,No,7,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,8,757,Female,Healthcare Representative,3,Single,6142,No,10,3,5,1,4,3
23,No,Travel_Rarely,Research & Development,9,758,Male,Laboratory Technician,1,Married,2500,No,5,4,4,3,0,2
39,No,Travel_Rarely,Human Resources,3,760,Female,Human Resources,2,Married,6389,No,12,1,8,3,3,6
56,No,Travel_Rarely,Research & Development,9,762,Male,Healthcare Representative,4,Married,11103,No,30,2,10,7,1,1
40,No,Travel_Rarely,Research & Development,2,763,Female,Research Scientist,4,Single,2342,Yes,5,2,4,2,2,3
27,No,Travel_Rarely,Research & Development,7,764,Female,Healthcare Representative,1,Single,6811,No,9,1,7,6,0,7
29,No,Travel_Rarely,Sales,10,766,Male,Sales Representative,2,Divorced,2297,No,2,3,2,2,2,2
53,No,Travel_Rarely,Research & Development,6,769,Male,Laboratory Technician,4,Single,2450,No,19,3,2,2,2,2
35,No,Non-Travel,Research & Development,2,771,Female,Healthcare Representative,1,Divorced,5093,No,16,4,1,0,0,0
32,No,Travel_Frequently,Research & Development,24,772,Male,Laboratory Technician,4,Married,5309,No,10,3,10,8,4,7
38,No,Travel_Rarely,Research & Development,2,773,Male,Research Scientist,3,Married,3057,Yes,6,1,1,0,0,1
34,No,Travel_Rarely,Research & Development,8,775,Female,Manufacturing Director,1,Divorced,5121,No,7,3,0,0,0,0
52,No,Travel_Rarely,Sales,3,776,Male,Manager,1,Married,16856,No,34,4,34,6,1,16
33,Yes,Travel_Rarely,Research & Development,1,780,Male,Research Scientist,4,Single,2686,Yes,10,2,10,9,7,8
25,No,Travel_Rarely,Sales,26,781,Female,Sales Executive,4,Single,6180,No,6,2,6,5,1,4
45,No,Travel_Rarely,Sales,2,783,Male,Sales Representative,3,Single,6632,No,9,3,8,7,3,1
23,No,Travel_Rarely,Research & Development,10,784,Male,Research Scientist,3,Single,3505,No,2,3,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,785,Female,Sales Executive,3,Single,6397,Yes,8,3,5,4,1,3
34,No,Travel_Rarely,Sales,2,786,Male,Sales Executive,4,Single,6274,No,6,3,6,5,1,4
55,Yes,Travel_Rarely,Research & Development,2,787,Male,Manager,1,Married,19859,Yes,24,3,5,2,1,4
36,No,Non-Travel,Sales,8,789,Male,Sales Executive,1,Single,7587,No,10,3,10,7,0,9
52,No,Non-Travel,Research & Development,19,791,Male,Research Scientist,4,Married,4258,No,5,3,4,3,1,2
26,No,Travel_Frequently,Research & Development,1,792,Female,Laboratory Technician,4,Divorced,4364,No,5,3,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,793,Female,Healthcare Representative,3,Married,4335,No,11,2,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,796,Male,Sales Executive,1,Single,5326,No,6,2,4,3,1,2
34,No,Travel_Rarely,Research & Development,1,797,Female,Research Scientist,4,Single,3280,No,10,3,4,2,1,3
54,No,Travel_Rarely,Research & Development,19,799,Female,Manufacturing Director,1,Divorced,5485,Yes,9,3,5,3,1,4
27,No,Travel_Frequently,Sales,8,800,Male,Sales Executive,4,Married,4342,No,5,3,4,2,1,1
37,No,Travel_Rarely,Research & Development,10,802,Female,Research Scientist,1,Divorced,2782,Yes,6,2,5,3,4,3
38,No,Travel_Frequently,Research & Development,2,803,Female,Manufacturing Director,1,Single,5980,Yes,17,3,15,7,4,12
34,No,Travel_Rarely,Research & Development,2,804,Female,Research Scientist,1,Single,4381,No,6,3,6,5,1,3
35,No,Travel_Rarely,Sales,8,805,Female,Sales Representative,4,Married,2572,No,3,2,3,2,0,2
30,No,Travel_Rarely,Research & Development,1,806,Male,Laboratory Technician,3,Married,3833,No,7,3,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,807,Female,Healthcare Representative,2,Married,4244,No,8,3,8,7,3,7
34,No,Travel_Rarely,Sales,8,808,Female,Sales Executive,1,Married,6500,No,6,3,3,2,1,2
42,No,Travel_Frequently,Research & Development,8,809,Male,Manager,4,Divorced,18430,No,24,2,24,7,14,9
23,Yes,Travel_Rarely,Research & Development,6,811,Male,Laboratory Technician,1,Married,1601,Yes,1,3,0,0,0,0
24,No,Non-Travel,Research & Development,9,812,Male,Laboratory Technician,2,Divorced,2694,No,1,3,1,0,0,0
52,No,Travel_Rarely,Research & Development,11,813,Female,Laboratory Technician,3,Married,3149,No,9,3,5,2,1,4
50,No,Travel_Rarely,Research & Development,2,815,Male,Research Director,3,Married,17639,No,30,3,4,3,0,3
29,Yes,Travel_Rarely,Research & Development,1,816,Female,Laboratory Technician,1,Married,2319,Yes,1,3,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,817,Male,Research Director,3,Married,11691,No,14,4,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,819,Female,Sales Executive,1,Single,5324,No,6,3,3,2,0,2
47,No,Travel_Rarely,Research & Development,2,820,Female,Manager,4,Married,16752,Yes,26,2,26,14,3,0
36,No,Travel_Rarely,Research & Development,1,823,Female,Manufacturing Director,2,Married,5228,No,10,3,9,7,0,5
29,No,Travel_Rarely,Research & Development,23,824,Male,Research Scientist,3,Married,2700,No,10,3,10,7,0,7
58,Yes,Travel_Rarely,Research & Development,2,825,Male,Research Director,2,Single,19246,Yes,40,3,31,15,13,8
35,No,Travel_Rarely,Research & Development,1,826,Female,Research Scientist,3,Single,2506,No,7,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,1,827,Female,Manufacturing Director,4,Married,6062,Yes,8,3,4,3,0,2
28,Yes,Travel_Rarely,Research & Development,2,828,Male,Research Scientist,3,Single,4382,No,5,2,2,2,2,1
36,No,Travel_Rarely,Human Resources,13,829,Male,Human Resources,2,Married,2143,No,8,3,5,2,0,4
32,No,Travel_Rarely,Research & Development,4,830,Female,Manufacturing Director,3,Married,6162,No,14,3,14,13,6,8
40,No,Travel_Frequently,Research & Development,16,832,Male,Laboratory Technician,3,Single,5094,No,10,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,2,833,Female,Manufacturing Director,4,Single,6877,Yes,12,2,0,0,0,0
45,No,Travel_Rarely,Research & Development,2,834,Female,Research Scientist,3,Single,2274,No,1,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,29,836,Male,Manufacturing Director,2,Married,4434,No,10,2,9,8,7,8
38,No,Travel_Frequently,Research & Development,12,837,Male,Healthcare Representative,1,Divorced,6288,No,13,2,4,3,1,2
34,No,Travel_Frequently,Research & Development,16,838,Female,Research Scientist,4,Single,2553,No,6,3,5,2,1,3
49,Yes,Travel_Rarely,Sales,11,840,Female,Sales Executive,4,Married,7654,No,9,4,9,8,7,7
55,Yes,Travel_Rarely,Sales,2,842,Male,Sales Executive,4,Single,5160,No,12,2,9,7,7,3
43,No,Travel_Rarely,Research & Development,14,843,Male,Research Director,1,Married,17159,No,22,3,4,1,1,0
27,No,Travel_Rarely,Research & Development,5,844,Male,Research Director,4,Divorced,12808,Yes,9,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,7,845,Male,Manufacturing Director,3,Single,10221,No,17,4,8,5,1,6
28,No,Travel_Rarely,Sales,2,846,Female,Sales Executive,2,Married,4779,Yes,8,3,8,7,7,5
34,No,Travel_Rarely,Human Resources,3,847,Male,Human Resources,4,Married,3737,No,4,1,3,2,0,2
26,Yes,Travel_Frequently,Research & Development,5,848,Female,Research Scientist,3,Married,2366,Yes,8,3,8,7,1,7
27,No,Non-Travel,Research & Development,3,850,Male,Research Scientist,4,Married,1706,No,0,2,0,0,0,0
51,No,Travel_Rarely,Sales,26,851,Female,Manager,3,Married,16307,No,29,2,20,6,4,17
44,No,Travel_Rarely,Research & Development,4,852,Male,Healthcare Representative,2,Single,5933,No,10,2,5,2,2,3
25,No,Travel_Rarely,Research & Development,2,854,Male,Research Scientist,1,Single,3424,No,6,2,4,3,0,1
33,No,Travel_Rarely,Sales,1,855,Male,Sales Executive,1,Divorced,4037,No,9,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,27,856,Female,Research Scientist,1,Single,2559,No,6,2,6,5,1,1
36,No,Travel_Rarely,Sales,1,857,Male,Sales Executive,4,Married,6201,Yes,18,2,18,14,4,11
32,No,Travel_Rarely,Sales,13,859,Male,Sales Executive,4,Divorced,4403,No,8,2,5,2,0,3
30,No,Travel_Frequently,Research & Development,5,861,Male,Research Scientist,4,Divorced,3761,No,10,2,5,4,0,3
53,No,Travel_Rarely,Sales,7,862,Female,Sales Executive,4,Married,10934,Yes,35,3,5,2,0,4
45,No,Travel_Rarely,Sales,9,864,Male,Sales Executive,1,Divorced,10761,Yes,18,3,5,4,0,2
32,No,Travel_Rarely,Research & Development,8,865,Female,Research Scientist,3,Married,5175,No,9,2,5,3,1,3
52,No,Travel_Frequently,Research & Development,25,867,Female,Manufacturing Director,4,Married,13826,No,31,3,9,8,0,0
37,No,Travel_Rarely,Sales,16,868,Male,Sales Executive,3,Divorced,6334,No,9,3,1,0,0,0
28,No,Travel_Rarely,Human Resources,8,869,Male,Human Resources,4,Divorced,4936,No,6,3,5,1,0,4
22,No,Travel_Rarely,Research & Development,1,872,Male,Manufacturing Director,4,Married,4775,No,4,1,2,2,2,2
44,No,Travel_Rarely,Research & Development,8,874,Male,Laboratory Technician,4,Married,2818,Yes,10,2,3,2,0,2
42,No,Travel_Frequently,Research & Development,2,875,Male,Research Scientist,4,Single,2515,Yes,8,3,2,1,2,2
36,No,Travel_Rarely,Human Resources,8,878,Male,Human Resources,1,Married,2342,No,6,3,5,4,0,3
25,No,Travel_Rarely,Sales,3,879,Male,Sales Executive,1,Married,4194,Yes,5,3,5,3,0,3
35,No,Travel_Rarely,Research & Development,9,880,Female,Manufacturing Director,3,Married,10685,Yes,17,3,17,14,5,15
35,Yes,Travel_Frequently,Research & Development,25,881,Female,Research Scientist,2,Divorced,2022,Yes,10,2,10,2,7,8
32,No,Non-Travel,Research & Development,1,882,Male,Laboratory Technician,4,Divorced,2314,No,4,3,3,0,0,2
25,No,Travel_Rarely,Sales,4,885,Male,Sales Executive,1,Married,4256,No,5,4,5,2,0,3
49,No,Travel_Rarely,Research & Development,1,887,Female,Research Scientist,1,Married,3580,No,7,3,4,2,0,2
24,No,Non-Travel,Research & Development,4,888,Male,Laboratory Technician,4,Married,3162,No,6,2,5,2,3,4
32,No,Travel_Frequently,Sales,5,889,Male,Sales Executive,2,Married,6524,No,10,3,10,8,5,3
38,No,Travel_Rarely,Sales,9,893,Male,Sales Representative,2,Married,2899,No,3,3,2,2,1,2
42,No,Travel_Rarely,Research & Development,3,894,Female,Laboratory Technician,4,Married,5231,Yes,17,2,5,3,1,3
31,No,Travel_Rarely,Research & Development,11,895,Male,Research Scientist,4,Married,2356,Yes,8,3,6,4,0,2
29,Yes,Travel_Rarely,Sales,1,896,Female,Sales Representative,3,Divorced,2800,Yes,5,3,3,2,0,2
53,No,Travel_Rarely,Sales,8,897,Male,Sales Executive,4,Married,11836,No,28,3,2,0,2,2
35,No,Travel_Rarely,Research & Development,25,899,Male,Manufacturing Director,2,Married,10903,No,16,3,13,10,4,8
37,No,Travel_Frequently,Sales,21,900,Female,Sales Representative,4,Married,2973,No,10,3,5,4,0,0
53,No,Travel_Rarely,Research & Development,23,901,Female,Research Director,4,Single,14275,No,33,3,12,9,3,8
43,No,Travel_Frequently,Research & Development,1,902,Female,Healthcare Representative,4,Married,5562,No,12,2,5,2,2,2
47,No,Travel_Rarely,Sales,2,903,Female,Sales Executive,4,Married,4537,Yes,8,3,7,6,7,7
37,No,Non-Travel,Sales,19,904,Male,Sales Executive,2,Single,7642,Yes,10,3,10,0,0,9
50,No,Non-Travel,Research & Development,2,905,Male,Manager,1,Divorced,17924,No,31,3,31,6,14,7
39,No,Travel_Rarely,Human Resources,2,909,Female,Human Resources,4,Married,5204,No,13,3,5,4,0,4
33,No,Travel_Rarely,Human Resources,3,910,Male,Human Resources,2,Divorced,2277,Yes,7,4,4,3,0,3
32,Yes,Travel_Rarely,Research & Development,25,911,Male,Laboratory Technician,4,Single,2795,Yes,1,1,1,0,0,1
29,No,Travel_Rarely,Research & Development,7,912,Female,Laboratory Technician,4,Divorced,2532,No,8,3,4,3,0,3
44,No,Travel_Rarely,Research & Development,9,913,Male,Research Scientist,1,Married,2559,Yes,8,3,8,7,7,1
28,No,Travel_Rarely,Sales,5,916,Male,Sales Executive,4,Single,4908,No,4,3,4,2,0,2
58,Yes,Travel_Frequently,Research & Development,2,918,Male,Laboratory Technician,4,Divorced,2380,Yes,3,2,1,0,0,0
43,No,Travel_Rarely,Research & Development,8,920,Female,Manufacturing Director,2,Divorced,4765,No,4,4,1,0,0,0
20,Yes,Travel_Rarely,Sales,2,922,Female,Sales Representative,3,Single,2044,No,2,2,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,18,923,Female,Research Scientist,4,Single,2693,No,1,2,1,0,0,0
36,No,Travel_Rarely,Research & Development,14,924,Male,Healthcare Representative,4,Married,6586,Yes,17,2,16,8,4,11
47,No,Travel_Rarely,Sales,2,925,Female,Sales Representative,4,Single,3294,Yes,3,2,3,2,1,2
22,Yes,Travel_Rarely,Research & Development,3,926,Female,Manufacturing Director,3,Married,4171,Yes,4,4,3,2,0,2
41,Yes,Travel_Rarely,Research & Development,2,927,Female,Laboratory Technician,4,Divorced,2778,Yes,10,2,7,7,1,0
28,No,Travel_Rarely,Research & Development,9,930,Female,Research Scientist,3,Divorced,2377,No,6,3,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,932,Male,Laboratory Technician,1,Married,2404,Yes,8,1,2,2,2,2
27,No,Travel_Rarely,Research & Development,4,933,Female,Research Scientist,3,Single,2318,No,1,3,1,1,0,0
34,No,Travel_Rarely,Research & Development,10,934,Male,Laboratory Technician,2,Divorced,2008,No,1,3,1,0,1,0
42,No,Travel_Rarely,Sales,14,936,Female,Sales Executive,3,Single,6244,No,10,3,5,4,0,3
33,No,Travel_Rarely,Research & Development,1,939,Male,Research Scientist,1,Single,2799,Yes,6,3,3,2,0,2
58,No,Travel_Rarely,Research & Development,5,940,Female,Healthcare Representative,2,Divorced,10552,Yes,24,3,6,0,0,4
31,No,Travel_Rarely,Sales,7,941,Male,Sales Representative,3,Married,2329,No,13,4,7,7,5,2
35,No,Travel_Rarely,Research & Development,21,942,Female,Healthcare Representative,4,Married,4014,Yes,10,1,10,6,0,7
49,No,Travel_Rarely,Research & Development,8,944,Female,Laboratory Technician,2,Married,7403,No,29,2,26,9,1,7
48,No,Travel_Rarely,Research & Development,20,945,Male,Research Scientist,3,Married,2259,No,13,2,0,0,0,0
31,No,Non-Travel,Sales,20,947,Female,Sales Executive,3,Married,6932,No,9,2,9,8,0,0
36,No,Travel_Rarely,Research & Development,7,949,Male,Research Scientist,4,Single,4678,No,8,3,6,2,0,1
38,No,Travel_Rarely,Research & Development,1,950,Female,Research Director,1,Married,13582,No,15,3,15,12,5,11
32,No,Non-Travel,Research & Development,1,951,Female,Laboratory Technician,2,Married,2332,No,5,3,3,0,0,2
25,Yes,Travel_Rarely,Sales,19,952,Male,Sales Representative,2,Married,2413,Yes,1,3,1,0,0,0
40,No,Travel_Rarely,Sales,10,954,Male,Sales Executive,2,Divorced,9705,No,11,2,1,0,0,0
26,No,Travel_Frequently,Sales,1,956,Male,Sales Executive,1,Single,4294,No,7,3,7,7,0,7
41,No,Travel_Rarely,Research & Development,6,957,Male,Laboratory Technician,1,Single,4721,Yes,20,3,18,13,2,17
36,No,Travel_Rarely,Research & Development,2,958,Male,Laboratory Technician,3,Single,2519,No,16,3,11,8,3,9
19,Yes,Travel_Rarely,Sales,21,959,Male,Sales Representative,2,Single,2121,Yes,1,4,1,0,0,0
20,Yes,Travel_Rarely,Research & Development,4,960,Male,Laboratory Technician,1,Single,2973,No,1,3,1,0,0,0
31,No,Travel_Rarely,Research & Development,12,961,Female,Healthcare Representative,4,Married,5855,Yes,10,1,9,7,8,5
40,No,Travel_Frequently,Research & Development,9,964,Male,Research Scientist,2,Divorced,3617,Yes,3,3,1,1,0,0
32,No,Travel_Rarely,Research & Development,3,966,Female,Manufacturing Director,1,Married,6725,No,8,4,8,7,6,3
36,Yes,Travel_Rarely,Sales,3,967,Male,Sales Executive,4,Married,10325,Yes,16,3,16,7,3,7
33,No,Travel_Rarely,Research & Development,1,969,Female,Healthcare Representative,4,Single,6949,No,6,3,5,0,1,4
37,Yes,Travel_Rarely,Sales,1,970,Male,Sales Executive,3,Married,10609,No,17,1,14,1,11,7
45,No,Non-Travel,Research & Development,4,972,Male,Laboratory Technician,2,Married,4447,No,9,2,9,7,0,8
29,No,Travel_Frequently,Sales,20,974,Female,Sales Representative,4,Married,2157,No,3,3,3,1,0,2
35,No,Travel_Rarely,Sales,18,975,Female,Sales Executive,3,Married,4601,No,5,3,5,2,1,0
52,No,Travel_Rarely,Research & Development,1,976,Male,Manager,4,Married,17099,No,26,2,9,8,7,8
58,Yes,Travel_Rarely,Research & Development,2,977,Male,Research Scientist,3,Single,2479,No,7,3,1,0,0,0
53,No,Travel_Rarely,Sales,2,981,Male,Manager,3,Divorced,14852,No,22,4,17,13,15,2
30,No,Travel_Rarely,Sales,8,982,Male,Sales Executive,3,Divorced,7264,No,10,4,8,4,7,7
38,No,Non-Travel,Sales,10,983,Female,Sales Executive,4,Single,5666,Yes,6,3,5,3,1,3
35,No,Travel_Rarely,Sales,3,984,Male,Sales Executive,4,Divorced,7823,No,12,3,10,9,0,8
39,No,Travel_Rarely,Sales,2,985,Male,Sales Executive,3,Single,7880,No,9,3,8,7,0,7
40,Yes,Non-Travel,Sales,24,986,Female,Sales Executive,2,Single,13194,Yes,22,2,1,0,0,0
47,No,Travel_Frequently,Research & Development,16,987,Male,Manufacturing Director,3,Divorced,5067,Yes,20,4,19,10,2,7
36,No,Non-Travel,Sales,8,990,Male,Sales Executive,4,Divorced,5079,No,12,3,7,7,0,7
31,Yes,Non-Travel,Research & Development,9,991,Male,Research Scientist,1,Single,2321,Yes,4,3,3,2,1,2
33,No,Non-Travel,Sales,17,992,Male,Manager,3,Single,17444,No,10,3,10,8,6,0
29,Yes,Travel_Rarely,Research & Development,10,994,Female,Research Scientist,1,Single,2404,Yes,3,3,0,0,0,0
33,No,Travel_Rarely,Research & Development,13,995,Female,Research Scientist,4,Single,3452,No,5,3,3,2,0,2
45,No,Travel_Rarely,Research & Development,1,996,Female,Laboratory Technician,4,Divorced,2270,No,8,3,5,3,0,2
50,No,Travel_Rarely,Research & Development,1,997,Male,Research Director,4,Divorced,17399,No,32,2,5,4,1,3
33,No,Travel_Frequently,Research & Development,1,998,Female,Healthcare Representative,2,Married,5488,Yes,6,3,6,5,1,2
41,No,Travel_Frequently,Research & Development,9,999,Male,Research Director,3,Divorced,19419,No,21,4,18,16,0,11
27,No,Travel_Rarely,Research & Development,16,1001,Female,Laboratory Technician,2,Married,2811,No,4,3,2,2,2,2
45,No,Non-Travel,Research & Development,23,1002,Male,Laboratory Technician,1,Married,3633,Yes,9,3,9,8,0,8
47,No,Travel_Rarely,Sales,4,1003,Female,Sales Executive,4,Single,4163,Yes,9,3,9,0,0,7
30,Yes,Travel_Rarely,Research & Development,22,1004,Female,Research Scientist,3,Married,2132,Yes,7,3,5,2,0,1
50,No,Travel_Rarely,Research & Development,24,1005,Male,Manufacturing Director,3,Married,13973,Yes,22,3,12,11,1,5
38,No,Travel_Frequently,Research & Development,10,1006,Male,Research Scientist,3,Married,2684,No,3,2,2,1,0,2
46,No,Travel_Rarely,Research & Development,7,1007,Male,Manufacturing Director,3,Divorced,10845,No,13,3,8,7,0,7
24,No,Travel_Rarely,Research & Development,17,1009,Female,Manufacturing Director,3,Divorced,4377,No,5,3,4,2,3,2
35,Yes,Travel_Rarely,Research & Development,14,1010,Male,Laboratory Technician,2,Divorced,3743,Yes,5,1,4,2,0,2
31,No,Travel_Frequently,Research & Development,1,1011,Female,Manufacturing Director,1,Married,4148,No,4,3,4,3,0,3
18,No,Non-Travel,Research & Development,5,1012,Male,Research Scientist,4,Single,1051,No,0,3,0,0,0,0
54,No,Travel_Rarely,Research & Development,17,1013,Female,Manufacturing Director,3,Married,10739,No,22,3,10,7,0,8
35,No,Travel_Rarely,Research & Development,25,1014,Female,Healthcare Representative,3,Divorced,10388,Yes,16,2,16,10,10,1
30,No,Travel_Rarely,Research & Development,8,1015,Female,Research Director,1,Married,11416,Yes,9,2,8,7,1,7
20,Yes,Travel_Rarely,Research & Development,11,1016,Female,Research Scientist,1,Single,2600,Yes,1,3,1,0,0,0
30,Yes,Travel_Frequently,Research & Development,5,1017,Female,Laboratory Technician,2,Single,2422,No,4,3,3,2,1,2
26,No,Travel_Rarely,Research & Development,2,1018,Male,Manufacturing Director,4,Married,5472,No,8,3,8,7,1,3
22,No,Travel_Rarely,Research & Development,8,1019,Male,Laboratory Technician,1,Married,2451,No,4,2,4,3,1,1
48,No,Travel_Rarely,Research & Development,6,1022,Male,Healthcare Representative,3,Single,4240,No,19,3,2,2,2,2
48,No,Travel_Rarely,Research & Development,4,1024,Male,Healthcare Representative,3,Single,10999,No,27,3,15,11,4,8
41,No,Travel_Rarely,Research & Development,7,1025,Female,Manufacturing Director,3,Single,5003,No,8,3,2,2,2,1
